CL,Tau_in,Rise Time,Fall Time,t_HL,t_LH
1.200000e-14,4.000000e-10,3.535000e-10,3.575000e-10,2.585000e-10,2.285000e-10
1.200000e-14,4.100000e-10,3.575000e-10,3.615000e-10,2.605000e-10,2.310000e-10
1.200000e-14,4.200000e-10,3.610000e-10,3.655000e-10,2.625000e-10,2.330000e-10
1.200000e-14,4.300000e-10,3.655000e-10,3.690000e-10,2.645000e-10,2.355000e-10
1.200000e-14,4.400000e-10,3.695000e-10,3.735000e-10,2.665000e-10,2.375000e-10
1.200000e-14,4.500000e-10,3.735000e-10,3.770000e-10,2.680000e-10,2.395000e-10
1.200000e-14,4.600000e-10,3.775000e-10,3.805000e-10,2.700000e-10,2.415000e-10
1.200000e-14,4.700000e-10,3.815000e-10,3.850000e-10,2.720000e-10,2.435000e-10
1.200000e-14,4.800000e-10,3.855000e-10,3.885000e-10,2.740000e-10,2.460000e-10
1.200000e-14,4.900000e-10,3.900000e-10,3.930000e-10,2.760000e-10,2.485000e-10
1.300000e-14,1.000000e-11,1.990000e-10,2.150000e-10,1.370000e-10,9.650000e-11
1.300000e-14,2.000000e-11,2.020000e-10,2.165000e-10,1.425000e-10,1.030000e-10
1.300000e-14,3.000000e-11,2.060000e-10,2.180000e-10,1.470000e-10,1.095000e-10
1.300000e-14,4.000000e-11,2.100000e-10,2.205000e-10,1.520000e-10,1.160000e-10
1.300000e-14,5.000000e-11,2.150000e-10,2.235000e-10,1.575000e-10,1.220000e-10
1.300000e-14,6.000000e-11,2.195000e-10,2.270000e-10,1.625000e-10,1.270000e-10
1.300000e-14,7.000000e-11,2.240000e-10,2.305000e-10,1.670000e-10,1.325000e-10
1.300000e-14,8.000000e-11,2.290000e-10,2.350000e-10,1.720000e-10,1.375000e-10
1.300000e-14,9.000000e-11,2.340000e-10,2.390000e-10,1.765000e-10,1.420000e-10
1.300000e-14,1.000000e-10,2.390000e-10,2.430000e-10,1.810000e-10,1.465000e-10
1.300000e-14,1.100000e-10,2.435000e-10,2.475000e-10,1.855000e-10,1.510000e-10
1.300000e-14,1.200000e-10,2.480000e-10,2.520000e-10,1.900000e-10,1.550000e-10
1.300000e-14,1.300000e-10,2.530000e-10,2.565000e-10,1.940000e-10,1.590000e-10
1.300000e-14,1.400000e-10,2.575000e-10,2.610000e-10,1.980000e-10,1.625000e-10
1.300000e-14,1.500000e-10,2.620000e-10,2.655000e-10,2.020000e-10,1.665000e-10
1.300000e-14,1.600000e-10,2.665000e-10,2.700000e-10,2.055000e-10,1.695000e-10
1.300000e-14,1.700000e-10,2.710000e-10,2.745000e-10,2.090000e-10,1.735000e-10
1.300000e-14,1.800000e-10,2.755000e-10,2.790000e-10,2.125000e-10,1.765000e-10
1.300000e-14,1.900000e-10,2.800000e-10,2.840000e-10,2.155000e-10,1.800000e-10
1.300000e-14,2.000000e-10,2.840000e-10,2.885000e-10,2.190000e-10,1.830000e-10
1.300000e-14,2.100000e-10,2.880000e-10,2.930000e-10,2.225000e-10,1.865000e-10
1.300000e-14,2.200000e-10,2.925000e-10,2.970000e-10,2.250000e-10,1.895000e-10
1.300000e-14,2.300000e-10,2.965000e-10,3.015000e-10,2.280000e-10,1.925000e-10
1.300000e-14,2.400000e-10,3.010000e-10,3.060000e-10,2.305000e-10,1.955000e-10
1.300000e-14,2.500000e-10,3.050000e-10,3.105000e-10,2.335000e-10,1.985000e-10
1.300000e-14,2.600000e-10,3.090000e-10,3.145000e-10,2.360000e-10,2.015000e-10
1.300000e-14,2.700000e-10,3.130000e-10,3.190000e-10,2.380000e-10,2.040000e-10
1.300000e-14,2.800000e-10,3.170000e-10,3.235000e-10,2.410000e-10,2.070000e-10
1.300000e-14,2.900000e-10,3.215000e-10,3.275000e-10,2.435000e-10,2.095000e-10
1.300000e-14,3.000000e-10,3.255000e-10,3.315000e-10,2.455000e-10,2.125000e-10
1.300000e-14,3.100000e-10,3.295000e-10,3.360000e-10,2.485000e-10,2.150000e-10
1.300000e-14,3.200000e-10,3.335000e-10,3.395000e-10,2.505000e-10,2.175000e-10
1.300000e-14,3.300000e-10,3.375000e-10,3.435000e-10,2.530000e-10,2.200000e-10
1.300000e-14,3.400000e-10,3.420000e-10,3.475000e-10,2.555000e-10,2.230000e-10
1.300000e-14,3.500000e-10,3.455000e-10,3.515000e-10,2.580000e-10,2.250000e-10
1.300000e-14,3.600000e-10,3.500000e-10,3.555000e-10,2.600000e-10,2.275000e-10
1.300000e-14,3.700000e-10,3.535000e-10,3.595000e-10,2.620000e-10,2.305000e-10
1.300000e-14,3.800000e-10,3.580000e-10,3.630000e-10,2.640000e-10,2.325000e-10
1.300000e-14,3.900000e-10,3.615000e-10,3.675000e-10,2.665000e-10,2.350000e-10
1.300000e-14,4.000000e-10,3.655000e-10,3.715000e-10,2.690000e-10,2.375000e-10
1.300000e-14,4.100000e-10,3.700000e-10,3.755000e-10,2.710000e-10,2.400000e-10
1.300000e-14,4.200000e-10,3.735000e-10,3.790000e-10,2.730000e-10,2.420000e-10
1.300000e-14,4.300000e-10,3.775000e-10,3.835000e-10,2.750000e-10,2.440000e-10
1.300000e-14,4.400000e-10,3.820000e-10,3.870000e-10,2.770000e-10,2.465000e-10
1.300000e-14,4.500000e-10,3.860000e-10,3.910000e-10,2.790000e-10,2.490000e-10
1.300000e-14,4.600000e-10,3.900000e-10,3.945000e-10,2.810000e-10,2.510000e-10
1.300000e-14,4.700000e-10,3.935000e-10,3.990000e-10,2.830000e-10,2.530000e-10
1.300000e-14,4.800000e-10,3.975000e-10,4.025000e-10,2.850000e-10,2.550000e-10
1.300000e-14,4.900000e-10,4.020000e-10,4.070000e-10,2.870000e-10,2.575000e-10
1.400000e-14,1.000000e-11,2.105000e-10,2.280000e-10,1.440000e-10,1.020000e-10
1.400000e-14,2.000000e-11,2.135000e-10,2.295000e-10,1.495000e-10,1.080000e-10
1.400000e-14,3.000000e-11,2.170000e-10,2.310000e-10,1.545000e-10,1.150000e-10
1.400000e-14,4.000000e-11,2.215000e-10,2.340000e-10,1.590000e-10,1.215000e-10
1.400000e-14,5.000000e-11,2.260000e-10,2.365000e-10,1.645000e-10,1.275000e-10
1.400000e-14,6.000000e-11,2.305000e-10,2.395000e-10,1.695000e-10,1.325000e-10
1.400000e-14,7.000000e-11,2.355000e-10,2.435000e-10,1.745000e-10,1.380000e-10
1.400000e-14,8.000000e-11,2.400000e-10,2.475000e-10,1.795000e-10,1.435000e-10
1.400000e-14,9.000000e-11,2.450000e-10,2.515000e-10,1.840000e-10,1.480000e-10
1.400000e-14,1.000000e-10,2.500000e-10,2.555000e-10,1.885000e-10,1.525000e-10
1.400000e-14,1.100000e-10,2.545000e-10,2.605000e-10,1.930000e-10,1.575000e-10
1.400000e-14,1.200000e-10,2.595000e-10,2.645000e-10,1.975000e-10,1.610000e-10
1.400000e-14,1.300000e-10,2.640000e-10,2.690000e-10,2.015000e-10,1.655000e-10
1.400000e-14,1.400000e-10,2.690000e-10,2.740000e-10,2.060000e-10,1.690000e-10
1.400000e-14,1.500000e-10,2.735000e-10,2.780000e-10,2.100000e-10,1.730000e-10
1.400000e-14,1.600000e-10,2.780000e-10,2.825000e-10,2.135000e-10,1.770000e-10
1.400000e-14,1.700000e-10,2.825000e-10,2.875000e-10,2.170000e-10,1.800000e-10
1.400000e-14,1.800000e-10,2.870000e-10,2.915000e-10,2.210000e-10,1.840000e-10
1.400000e-14,1.900000e-10,2.915000e-10,2.960000e-10,2.245000e-10,1.870000e-10
1.400000e-14,2.000000e-10,2.955000e-10,3.005000e-10,2.275000e-10,1.905000e-10
1.400000e-14,2.100000e-10,3.000000e-10,3.055000e-10,2.310000e-10,1.935000e-10
1.400000e-14,2.200000e-10,3.045000e-10,3.100000e-10,2.335000e-10,1.970000e-10
1.400000e-14,2.300000e-10,3.090000e-10,3.140000e-10,2.370000e-10,2.000000e-10
1.400000e-14,2.400000e-10,3.125000e-10,3.190000e-10,2.395000e-10,2.030000e-10
1.400000e-14,2.500000e-10,3.170000e-10,3.235000e-10,2.425000e-10,2.060000e-10
1.400000e-14,2.600000e-10,3.210000e-10,3.275000e-10,2.450000e-10,2.090000e-10
1.400000e-14,2.700000e-10,3.250000e-10,3.320000e-10,2.480000e-10,2.120000e-10
1.400000e-14,2.800000e-10,3.295000e-10,3.365000e-10,2.505000e-10,2.145000e-10
1.400000e-14,2.900000e-10,3.335000e-10,3.410000e-10,2.530000e-10,2.175000e-10
1.400000e-14,3.000000e-10,3.375000e-10,3.450000e-10,2.555000e-10,2.205000e-10
1.400000e-14,3.100000e-10,3.415000e-10,3.490000e-10,2.580000e-10,2.230000e-10
1.400000e-14,3.200000e-10,3.460000e-10,3.535000e-10,2.610000e-10,2.255000e-10
1.400000e-14,3.300000e-10,3.500000e-10,3.575000e-10,2.630000e-10,2.285000e-10
1.400000e-14,3.400000e-10,3.535000e-10,3.610000e-10,2.655000e-10,2.310000e-10
1.400000e-14,3.500000e-10,3.580000e-10,3.655000e-10,2.675000e-10,2.335000e-10
1.400000e-14,3.600000e-10,3.620000e-10,3.695000e-10,2.705000e-10,2.360000e-10
1.400000e-14,3.700000e-10,3.660000e-10,3.730000e-10,2.725000e-10,2.385000e-10
1.400000e-14,3.800000e-10,3.700000e-10,3.770000e-10,2.745000e-10,2.410000e-10
1.400000e-14,3.900000e-10,3.740000e-10,3.810000e-10,2.765000e-10,2.435000e-10
1.400000e-14,4.000000e-10,3.780000e-10,3.850000e-10,2.790000e-10,2.460000e-10
1.400000e-14,4.100000e-10,3.820000e-10,3.895000e-10,2.815000e-10,2.485000e-10
1.400000e-14,4.200000e-10,3.860000e-10,3.935000e-10,2.835000e-10,2.510000e-10
1.400000e-14,4.300000e-10,3.900000e-10,3.970000e-10,2.855000e-10,2.530000e-10
1.400000e-14,4.400000e-10,3.940000e-10,4.010000e-10,2.875000e-10,2.555000e-10
1.400000e-14,4.500000e-10,3.980000e-10,4.050000e-10,2.895000e-10,2.575000e-10
1.400000e-14,4.600000e-10,4.025000e-10,4.090000e-10,2.915000e-10,2.600000e-10
1.400000e-14,4.700000e-10,4.060000e-10,4.130000e-10,2.935000e-10,2.625000e-10
1.400000e-14,4.800000e-10,4.100000e-10,4.170000e-10,2.955000e-10,2.645000e-10
1.400000e-14,4.900000e-10,4.140000e-10,4.210000e-10,2.975000e-10,2.665000e-10
