CL,Tau_in,Rise Time,Fall Time,t_HL,t_LH
6.000000e-15,4.300000e-10,2.910000e-10,2.835000e-10,1.945000e-10,1.760000e-10
6.000000e-15,4.400000e-10,2.945000e-10,2.875000e-10,1.960000e-10,1.780000e-10
6.000000e-15,4.500000e-10,2.985000e-10,2.915000e-10,1.970000e-10,1.795000e-10
6.000000e-15,4.600000e-10,3.020000e-10,2.955000e-10,1.985000e-10,1.810000e-10
6.000000e-15,4.700000e-10,3.065000e-10,2.990000e-10,2.000000e-10,1.830000e-10
6.000000e-15,4.800000e-10,3.100000e-10,3.025000e-10,2.015000e-10,1.845000e-10
6.000000e-15,4.900000e-10,3.140000e-10,3.065000e-10,2.025000e-10,1.860000e-10
7.000000e-15,1.000000e-11,1.300000e-10,1.360000e-10,9.450000e-11,6.550000e-11
7.000000e-15,2.000000e-11,1.335000e-10,1.375000e-10,9.950000e-11,7.200000e-11
7.000000e-15,3.000000e-11,1.380000e-10,1.400000e-10,1.045000e-10,7.750000e-11
7.000000e-15,4.000000e-11,1.425000e-10,1.430000e-10,1.095000e-10,8.300000e-11
7.000000e-15,5.000000e-11,1.475000e-10,1.465000e-10,1.140000e-10,8.800000e-11
7.000000e-15,6.000000e-11,1.520000e-10,1.505000e-10,1.185000e-10,9.250000e-11
7.000000e-15,7.000000e-11,1.570000e-10,1.545000e-10,1.225000e-10,9.700000e-11
7.000000e-15,8.000000e-11,1.615000e-10,1.585000e-10,1.270000e-10,1.010000e-10
7.000000e-15,9.000000e-11,1.660000e-10,1.630000e-10,1.310000e-10,1.045000e-10
7.000000e-15,1.000000e-10,1.705000e-10,1.675000e-10,1.345000e-10,1.080000e-10
7.000000e-15,1.100000e-10,1.750000e-10,1.715000e-10,1.385000e-10,1.115000e-10
7.000000e-15,1.200000e-10,1.790000e-10,1.760000e-10,1.420000e-10,1.150000e-10
7.000000e-15,1.300000e-10,1.835000e-10,1.805000e-10,1.445000e-10,1.180000e-10
7.000000e-15,1.400000e-10,1.875000e-10,1.850000e-10,1.475000e-10,1.210000e-10
7.000000e-15,1.500000e-10,1.920000e-10,1.890000e-10,1.505000e-10,1.240000e-10
7.000000e-15,1.600000e-10,1.960000e-10,1.940000e-10,1.530000e-10,1.270000e-10
7.000000e-15,1.700000e-10,2.000000e-10,1.980000e-10,1.560000e-10,1.295000e-10
7.000000e-15,1.800000e-10,2.040000e-10,2.015000e-10,1.580000e-10,1.320000e-10
7.000000e-15,1.900000e-10,2.075000e-10,2.060000e-10,1.610000e-10,1.350000e-10
7.000000e-15,2.000000e-10,2.120000e-10,2.100000e-10,1.630000e-10,1.375000e-10
7.000000e-15,2.100000e-10,2.155000e-10,2.135000e-10,1.650000e-10,1.400000e-10
7.000000e-15,2.200000e-10,2.200000e-10,2.170000e-10,1.680000e-10,1.430000e-10
7.000000e-15,2.300000e-10,2.235000e-10,2.210000e-10,1.700000e-10,1.450000e-10
7.000000e-15,2.400000e-10,2.280000e-10,2.250000e-10,1.720000e-10,1.475000e-10
7.000000e-15,2.500000e-10,2.320000e-10,2.285000e-10,1.740000e-10,1.500000e-10
7.000000e-15,2.600000e-10,2.355000e-10,2.325000e-10,1.760000e-10,1.525000e-10
7.000000e-15,2.700000e-10,2.395000e-10,2.360000e-10,1.780000e-10,1.545000e-10
7.000000e-15,2.800000e-10,2.440000e-10,2.405000e-10,1.805000e-10,1.565000e-10
7.000000e-15,2.900000e-10,2.480000e-10,2.440000e-10,1.825000e-10,1.590000e-10
7.000000e-15,3.000000e-10,2.515000e-10,2.480000e-10,1.845000e-10,1.615000e-10
7.000000e-15,3.100000e-10,2.555000e-10,2.520000e-10,1.860000e-10,1.635000e-10
7.000000e-15,3.200000e-10,2.595000e-10,2.555000e-10,1.880000e-10,1.655000e-10
7.000000e-15,3.300000e-10,2.635000e-10,2.595000e-10,1.900000e-10,1.675000e-10
7.000000e-15,3.400000e-10,2.675000e-10,2.635000e-10,1.920000e-10,1.700000e-10
7.000000e-15,3.500000e-10,2.715000e-10,2.670000e-10,1.935000e-10,1.715000e-10
7.000000e-15,3.600000e-10,2.755000e-10,2.710000e-10,1.955000e-10,1.735000e-10
7.000000e-15,3.700000e-10,2.795000e-10,2.750000e-10,1.970000e-10,1.755000e-10
7.000000e-15,3.800000e-10,2.835000e-10,2.790000e-10,1.985000e-10,1.775000e-10
7.000000e-15,3.900000e-10,2.875000e-10,2.830000e-10,2.000000e-10,1.790000e-10
7.000000e-15,4.000000e-10,2.915000e-10,2.865000e-10,2.020000e-10,1.815000e-10
7.000000e-15,4.100000e-10,2.955000e-10,2.905000e-10,2.035000e-10,1.835000e-10
7.000000e-15,4.200000e-10,2.995000e-10,2.945000e-10,2.055000e-10,1.850000e-10
7.000000e-15,4.300000e-10,3.030000e-10,2.980000e-10,2.070000e-10,1.870000e-10
7.000000e-15,4.400000e-10,3.075000e-10,3.020000e-10,2.085000e-10,1.885000e-10
7.000000e-15,4.500000e-10,3.115000e-10,3.060000e-10,2.095000e-10,1.905000e-10
7.000000e-15,4.600000e-10,3.150000e-10,3.100000e-10,2.115000e-10,1.920000e-10
7.000000e-15,4.700000e-10,3.190000e-10,3.135000e-10,2.130000e-10,1.940000e-10
7.000000e-15,4.800000e-10,3.230000e-10,3.175000e-10,2.145000e-10,1.955000e-10
7.000000e-15,4.900000e-10,3.270000e-10,3.210000e-10,2.160000e-10,1.970000e-10
8.000000e-15,1.000000e-11,1.415000e-10,1.490000e-10,1.015000e-10,7.050000e-11
8.000000e-15,2.000000e-11,1.450000e-10,1.510000e-10,1.065000e-10,7.700000e-11
8.000000e-15,3.000000e-11,1.490000e-10,1.530000e-10,1.115000e-10,8.300000e-11
8.000000e-15,4.000000e-11,1.535000e-10,1.560000e-10,1.165000e-10,8.850000e-11
8.000000e-15,5.000000e-11,1.585000e-10,1.595000e-10,1.215000e-10,9.400000e-11
8.000000e-15,6.000000e-11,1.635000e-10,1.635000e-10,1.260000e-10,9.850000e-11
8.000000e-15,7.000000e-11,1.680000e-10,1.675000e-10,1.305000e-10,1.030000e-10
8.000000e-15,8.000000e-11,1.725000e-10,1.715000e-10,1.345000e-10,1.075000e-10
8.000000e-15,9.000000e-11,1.775000e-10,1.760000e-10,1.390000e-10,1.110000e-10
8.000000e-15,1.000000e-10,1.820000e-10,1.805000e-10,1.430000e-10,1.150000e-10
8.000000e-15,1.100000e-10,1.865000e-10,1.845000e-10,1.465000e-10,1.180000e-10
8.000000e-15,1.200000e-10,1.905000e-10,1.890000e-10,1.500000e-10,1.220000e-10
8.000000e-15,1.300000e-10,1.950000e-10,1.930000e-10,1.540000e-10,1.250000e-10
8.000000e-15,1.400000e-10,1.990000e-10,1.975000e-10,1.565000e-10,1.285000e-10
8.000000e-15,1.500000e-10,2.035000e-10,2.020000e-10,1.595000e-10,1.310000e-10
8.000000e-15,1.600000e-10,2.075000e-10,2.065000e-10,1.620000e-10,1.345000e-10
8.000000e-15,1.700000e-10,2.120000e-10,2.110000e-10,1.650000e-10,1.370000e-10
8.000000e-15,1.800000e-10,2.160000e-10,2.150000e-10,1.675000e-10,1.405000e-10
8.000000e-15,1.900000e-10,2.200000e-10,2.195000e-10,1.705000e-10,1.430000e-10
8.000000e-15,2.000000e-10,2.240000e-10,2.235000e-10,1.725000e-10,1.455000e-10
8.000000e-15,2.100000e-10,2.280000e-10,2.275000e-10,1.755000e-10,1.485000e-10
8.000000e-15,2.200000e-10,2.320000e-10,2.310000e-10,1.775000e-10,1.510000e-10
8.000000e-15,2.300000e-10,2.360000e-10,2.350000e-10,1.800000e-10,1.535000e-10
8.000000e-15,2.400000e-10,2.400000e-10,2.390000e-10,1.825000e-10,1.560000e-10
8.000000e-15,2.500000e-10,2.440000e-10,2.430000e-10,1.845000e-10,1.585000e-10
8.000000e-15,2.600000e-10,2.480000e-10,2.465000e-10,1.865000e-10,1.610000e-10
8.000000e-15,2.700000e-10,2.520000e-10,2.505000e-10,1.885000e-10,1.635000e-10
8.000000e-15,2.800000e-10,2.560000e-10,2.545000e-10,1.910000e-10,1.660000e-10
8.000000e-15,2.900000e-10,2.605000e-10,2.580000e-10,1.930000e-10,1.680000e-10
8.000000e-15,3.000000e-10,2.640000e-10,2.625000e-10,1.950000e-10,1.700000e-10
8.000000e-15,3.100000e-10,2.680000e-10,2.660000e-10,1.970000e-10,1.725000e-10
8.000000e-15,3.200000e-10,2.720000e-10,2.700000e-10,1.990000e-10,1.750000e-10
8.000000e-15,3.300000e-10,2.760000e-10,2.740000e-10,2.010000e-10,1.770000e-10
8.000000e-15,3.400000e-10,2.805000e-10,2.775000e-10,2.030000e-10,1.790000e-10
8.000000e-15,3.500000e-10,2.840000e-10,2.815000e-10,2.050000e-10,1.815000e-10
8.000000e-15,3.600000e-10,2.880000e-10,2.855000e-10,2.065000e-10,1.835000e-10
8.000000e-15,3.700000e-10,2.920000e-10,2.890000e-10,2.085000e-10,1.855000e-10
8.000000e-15,3.800000e-10,2.960000e-10,2.935000e-10,2.105000e-10,1.875000e-10
8.000000e-15,3.900000e-10,3.000000e-10,2.970000e-10,2.120000e-10,1.890000e-10
8.000000e-15,4.000000e-10,3.040000e-10,3.010000e-10,2.140000e-10,1.910000e-10
8.000000e-15,4.100000e-10,3.080000e-10,3.045000e-10,2.155000e-10,1.935000e-10
8.000000e-15,4.200000e-10,3.120000e-10,3.085000e-10,2.170000e-10,1.955000e-10
8.000000e-15,4.300000e-10,3.160000e-10,3.125000e-10,2.185000e-10,1.970000e-10
8.000000e-15,4.400000e-10,3.195000e-10,3.160000e-10,2.205000e-10,1.990000e-10
8.000000e-15,4.500000e-10,3.240000e-10,3.205000e-10,2.220000e-10,2.010000e-10
8.000000e-15,4.600000e-10,3.280000e-10,3.245000e-10,2.240000e-10,2.025000e-10
8.000000e-15,4.700000e-10,3.320000e-10,3.280000e-10,2.255000e-10,2.045000e-10
8.000000e-15,4.800000e-10,3.360000e-10,3.320000e-10,2.270000e-10,2.060000e-10
8.000000e-15,4.900000e-10,3.395000e-10,3.360000e-10,2.285000e-10,2.080000e-10
9.000000e-15,1.000000e-11,1.530000e-10,1.620000e-10,1.085000e-10,7.600000e-11
9.000000e-15,2.000000e-11,1.560000e-10,1.640000e-10,1.140000e-10,8.200000e-11
9.000000e-15,3.000000e-11,1.605000e-10,1.660000e-10,1.185000e-10,8.800000e-11
9.000000e-15,4.000000e-11,1.650000e-10,1.685000e-10,1.240000e-10,9.400000e-11
9.000000e-15,5.000000e-11,1.700000e-10,1.720000e-10,1.285000e-10,9.950000e-11
9.000000e-15,6.000000e-11,1.745000e-10,1.755000e-10,1.335000e-10,1.045000e-10
9.000000e-15,7.000000e-11,1.795000e-10,1.800000e-10,1.380000e-10,1.090000e-10
9.000000e-15,8.000000e-11,1.840000e-10,1.840000e-10,1.420000e-10,1.135000e-10
9.000000e-15,9.000000e-11,1.890000e-10,1.885000e-10,1.465000e-10,1.175000e-10
9.000000e-15,1.000000e-10,1.935000e-10,1.930000e-10,1.505000e-10,1.215000e-10
9.000000e-15,1.100000e-10,1.975000e-10,1.970000e-10,1.545000e-10,1.250000e-10
9.000000e-15,1.200000e-10,2.025000e-10,2.020000e-10,1.585000e-10,1.285000e-10
9.000000e-15,1.300000e-10,2.070000e-10,2.060000e-10,1.620000e-10,1.325000e-10
9.000000e-15,1.400000e-10,2.110000e-10,2.105000e-10,1.650000e-10,1.355000e-10
9.000000e-15,1.500000e-10,2.155000e-10,2.150000e-10,1.685000e-10,1.390000e-10
9.000000e-15,1.600000e-10,2.195000e-10,2.195000e-10,1.715000e-10,1.420000e-10
9.000000e-15,1.700000e-10,2.240000e-10,2.240000e-10,1.740000e-10,1.445000e-10
9.000000e-15,1.800000e-10,2.280000e-10,2.280000e-10,1.770000e-10,1.480000e-10
9.000000e-15,1.900000e-10,2.320000e-10,2.325000e-10,1.795000e-10,1.505000e-10
9.000000e-15,2.000000e-10,2.365000e-10,2.365000e-10,1.825000e-10,1.535000e-10
9.000000e-15,2.100000e-10,2.400000e-10,2.410000e-10,1.850000e-10,1.565000e-10
9.000000e-15,2.200000e-10,2.440000e-10,2.450000e-10,1.875000e-10,1.590000e-10
9.000000e-15,2.300000e-10,2.485000e-10,2.490000e-10,1.900000e-10,1.620000e-10
9.000000e-15,2.400000e-10,2.525000e-10,2.530000e-10,1.920000e-10,1.645000e-10
9.000000e-15,2.500000e-10,2.560000e-10,2.570000e-10,1.950000e-10,1.665000e-10
9.000000e-15,2.600000e-10,2.605000e-10,2.605000e-10,1.970000e-10,1.695000e-10
9.000000e-15,2.700000e-10,2.640000e-10,2.645000e-10,1.990000e-10,1.720000e-10
9.000000e-15,2.800000e-10,2.685000e-10,2.685000e-10,2.010000e-10,1.740000e-10
9.000000e-15,2.900000e-10,2.725000e-10,2.725000e-10,2.040000e-10,1.770000e-10
9.000000e-15,3.000000e-10,2.760000e-10,2.760000e-10,2.060000e-10,1.790000e-10
9.000000e-15,3.100000e-10,2.805000e-10,2.800000e-10,2.080000e-10,1.815000e-10
9.000000e-15,3.200000e-10,2.845000e-10,2.840000e-10,2.100000e-10,1.835000e-10
9.000000e-15,3.300000e-10,2.885000e-10,2.880000e-10,2.120000e-10,1.860000e-10
9.000000e-15,3.400000e-10,2.920000e-10,2.915000e-10,2.140000e-10,1.885000e-10
9.000000e-15,3.500000e-10,2.965000e-10,2.960000e-10,2.155000e-10,1.905000e-10
9.000000e-15,3.600000e-10,3.005000e-10,2.995000e-10,2.175000e-10,1.925000e-10
9.000000e-15,3.700000e-10,3.045000e-10,3.035000e-10,2.195000e-10,1.950000e-10
9.000000e-15,3.800000e-10,3.085000e-10,3.075000e-10,2.215000e-10,1.970000e-10
9.000000e-15,3.900000e-10,3.125000e-10,3.110000e-10,2.235000e-10,1.990000e-10
9.000000e-15,4.000000e-10,3.165000e-10,3.155000e-10,2.250000e-10,2.010000e-10
9.000000e-15,4.100000e-10,3.205000e-10,3.190000e-10,2.270000e-10,2.030000e-10
9.000000e-15,4.200000e-10,3.245000e-10,3.230000e-10,2.290000e-10,2.050000e-10
9.000000e-15,4.300000e-10,3.285000e-10,3.265000e-10,2.305000e-10,2.075000e-10
9.000000e-15,4.400000e-10,3.325000e-10,3.310000e-10,2.325000e-10,2.090000e-10
9.000000e-15,4.500000e-10,3.365000e-10,3.345000e-10,2.340000e-10,2.110000e-10
9.000000e-15,4.600000e-10,3.405000e-10,3.385000e-10,2.360000e-10,2.130000e-10
9.000000e-15,4.700000e-10,3.445000e-10,3.425000e-10,2.370000e-10,2.145000e-10
9.000000e-15,4.800000e-10,3.485000e-10,3.460000e-10,2.390000e-10,2.165000e-10
9.000000e-15,4.900000e-10,3.525000e-10,3.500000e-10,2.405000e-10,2.185000e-10
1.000000e-14,1.000000e-11,1.645000e-10,1.750000e-10,1.155000e-10,8.100000e-11
1.000000e-14,2.000000e-11,1.675000e-10,1.770000e-10,1.210000e-10,8.700000e-11
1.000000e-14,3.000000e-11,1.715000e-10,1.790000e-10,1.255000e-10,9.350000e-11
1.000000e-14,4.000000e-11,1.760000e-10,1.815000e-10,1.310000e-10,9.950000e-11
1.000000e-14,5.000000e-11,1.810000e-10,1.850000e-10,1.360000e-10,1.055000e-10
1.000000e-14,6.000000e-11,1.860000e-10,1.885000e-10,1.405000e-10,1.100000e-10
1.000000e-14,7.000000e-11,1.910000e-10,1.925000e-10,1.450000e-10,1.150000e-10
1.000000e-14,8.000000e-11,1.955000e-10,1.970000e-10,1.500000e-10,1.200000e-10
1.000000e-14,9.000000e-11,2.000000e-10,2.010000e-10,1.540000e-10,1.235000e-10
1.000000e-14,1.000000e-10,2.045000e-10,2.055000e-10,1.585000e-10,1.280000e-10
1.000000e-14,1.100000e-10,2.095000e-10,2.095000e-10,1.625000e-10,1.320000e-10
1.000000e-14,1.200000e-10,2.140000e-10,2.145000e-10,1.665000e-10,1.355000e-10
1.000000e-14,1.300000e-10,2.185000e-10,2.185000e-10,1.705000e-10,1.390000e-10
1.000000e-14,1.400000e-10,2.230000e-10,2.235000e-10,1.740000e-10,1.425000e-10
1.000000e-14,1.500000e-10,2.270000e-10,2.275000e-10,1.770000e-10,1.460000e-10
1.000000e-14,1.600000e-10,2.315000e-10,2.320000e-10,1.805000e-10,1.490000e-10
1.000000e-14,1.700000e-10,2.355000e-10,2.365000e-10,1.835000e-10,1.525000e-10
1.000000e-14,1.800000e-10,2.400000e-10,2.410000e-10,1.865000e-10,1.550000e-10
1.000000e-14,1.900000e-10,2.440000e-10,2.455000e-10,1.895000e-10,1.580000e-10
1.000000e-14,2.000000e-10,2.480000e-10,2.500000e-10,1.915000e-10,1.610000e-10
1.000000e-14,2.100000e-10,2.520000e-10,2.540000e-10,1.945000e-10,1.640000e-10
1.000000e-14,2.200000e-10,2.560000e-10,2.585000e-10,1.970000e-10,1.670000e-10
1.000000e-14,2.300000e-10,2.605000e-10,2.625000e-10,1.995000e-10,1.695000e-10
1.000000e-14,2.400000e-10,2.645000e-10,2.665000e-10,2.020000e-10,1.720000e-10
1.000000e-14,2.500000e-10,2.685000e-10,2.710000e-10,2.045000e-10,1.750000e-10
1.000000e-14,2.600000e-10,2.730000e-10,2.745000e-10,2.070000e-10,1.775000e-10
1.000000e-14,2.700000e-10,2.765000e-10,2.785000e-10,2.095000e-10,1.800000e-10
1.000000e-14,2.800000e-10,2.810000e-10,2.825000e-10,2.115000e-10,1.830000e-10
1.000000e-14,2.900000e-10,2.845000e-10,2.865000e-10,2.135000e-10,1.850000e-10
1.000000e-14,3.000000e-10,2.890000e-10,2.900000e-10,2.165000e-10,1.875000e-10
1.000000e-14,3.100000e-10,2.925000e-10,2.940000e-10,2.185000e-10,1.905000e-10
1.000000e-14,3.200000e-10,2.970000e-10,2.980000e-10,2.205000e-10,1.925000e-10
1.000000e-14,3.300000e-10,3.010000e-10,3.015000e-10,2.225000e-10,1.950000e-10
1.000000e-14,3.400000e-10,3.045000e-10,3.060000e-10,2.245000e-10,1.975000e-10
1.000000e-14,3.500000e-10,3.085000e-10,3.100000e-10,2.265000e-10,1.995000e-10
1.000000e-14,3.600000e-10,3.130000e-10,3.135000e-10,2.285000e-10,2.015000e-10
1.000000e-14,3.700000e-10,3.170000e-10,3.180000e-10,2.305000e-10,2.040000e-10
1.000000e-14,3.800000e-10,3.205000e-10,3.215000e-10,2.325000e-10,2.060000e-10
1.000000e-14,3.900000e-10,3.245000e-10,3.255000e-10,2.345000e-10,2.085000e-10
1.000000e-14,4.000000e-10,3.285000e-10,3.295000e-10,2.365000e-10,2.105000e-10
1.000000e-14,4.100000e-10,3.330000e-10,3.330000e-10,2.380000e-10,2.125000e-10
1.000000e-14,4.200000e-10,3.370000e-10,3.375000e-10,2.400000e-10,2.145000e-10
1.000000e-14,4.300000e-10,3.410000e-10,3.410000e-10,2.420000e-10,2.165000e-10
1.000000e-14,4.400000e-10,3.450000e-10,3.450000e-10,2.440000e-10,2.190000e-10
1.000000e-14,4.500000e-10,3.490000e-10,3.490000e-10,2.455000e-10,2.210000e-10
1.000000e-14,4.600000e-10,3.530000e-10,3.530000e-10,2.475000e-10,2.230000e-10
1.000000e-14,4.700000e-10,3.570000e-10,3.565000e-10,2.490000e-10,2.250000e-10
1.000000e-14,4.800000e-10,3.610000e-10,3.605000e-10,2.510000e-10,2.265000e-10
1.000000e-14,4.900000e-10,3.650000e-10,3.640000e-10,2.525000e-10,2.285000e-10
1.100000e-14,1.000000e-11,1.760000e-10,1.885000e-10,1.230000e-10,8.600000e-11
1.100000e-14,2.000000e-11,1.790000e-10,1.900000e-10,1.280000e-10,9.250000e-11
1.100000e-14,3.000000e-11,1.830000e-10,1.925000e-10,1.330000e-10,9.900000e-11
1.100000e-14,4.000000e-11,1.875000e-10,1.945000e-10,1.385000e-10,1.050000e-10
1.100000e-14,5.000000e-11,1.925000e-10,1.975000e-10,1.430000e-10,1.110000e-10
1.100000e-14,6.000000e-11,1.970000e-10,2.010000e-10,1.480000e-10,1.160000e-10
1.100000e-14,7.000000e-11,2.020000e-10,2.050000e-10,1.525000e-10,1.210000e-10
1.100000e-14,8.000000e-11,2.065000e-10,2.095000e-10,1.570000e-10,1.260000e-10
1.100000e-14,9.000000e-11,2.115000e-10,2.140000e-10,1.615000e-10,1.300000e-10
1.100000e-14,1.000000e-10,2.160000e-10,2.180000e-10,1.660000e-10,1.345000e-10
1.100000e-14,1.100000e-10,2.210000e-10,2.220000e-10,1.700000e-10,1.385000e-10
1.100000e-14,1.200000e-10,2.255000e-10,2.270000e-10,1.745000e-10,1.420000e-10
1.100000e-14,1.300000e-10,2.300000e-10,2.315000e-10,1.785000e-10,1.460000e-10
1.100000e-14,1.400000e-10,2.345000e-10,2.355000e-10,1.820000e-10,1.490000e-10
1.100000e-14,1.500000e-10,2.385000e-10,2.405000e-10,1.855000e-10,1.530000e-10
1.100000e-14,1.600000e-10,2.435000e-10,2.450000e-10,1.890000e-10,1.560000e-10
1.100000e-14,1.700000e-10,2.475000e-10,2.495000e-10,1.925000e-10,1.595000e-10
1.100000e-14,1.800000e-10,2.520000e-10,2.540000e-10,1.950000e-10,1.625000e-10
1.100000e-14,1.900000e-10,2.560000e-10,2.585000e-10,1.985000e-10,1.660000e-10
1.100000e-14,2.000000e-10,2.605000e-10,2.625000e-10,2.010000e-10,1.685000e-10
1.100000e-14,2.100000e-10,2.645000e-10,2.670000e-10,2.040000e-10,1.720000e-10
1.100000e-14,2.200000e-10,2.685000e-10,2.715000e-10,2.070000e-10,1.745000e-10
1.100000e-14,2.300000e-10,2.725000e-10,2.755000e-10,2.090000e-10,1.775000e-10
1.100000e-14,2.400000e-10,2.765000e-10,2.800000e-10,2.115000e-10,1.805000e-10
1.100000e-14,2.500000e-10,2.805000e-10,2.840000e-10,2.145000e-10,1.830000e-10
1.100000e-14,2.600000e-10,2.850000e-10,2.885000e-10,2.165000e-10,1.855000e-10
1.100000e-14,2.700000e-10,2.890000e-10,2.925000e-10,2.190000e-10,1.885000e-10
1.100000e-14,2.800000e-10,2.930000e-10,2.960000e-10,2.215000e-10,1.910000e-10
1.100000e-14,2.900000e-10,2.970000e-10,3.000000e-10,2.240000e-10,1.935000e-10
1.100000e-14,3.000000e-10,3.010000e-10,3.040000e-10,2.260000e-10,1.960000e-10
1.100000e-14,3.100000e-10,3.050000e-10,3.080000e-10,2.280000e-10,1.985000e-10
1.100000e-14,3.200000e-10,3.090000e-10,3.120000e-10,2.310000e-10,2.010000e-10
1.100000e-14,3.300000e-10,3.130000e-10,3.160000e-10,2.330000e-10,2.035000e-10
1.100000e-14,3.400000e-10,3.175000e-10,3.195000e-10,2.350000e-10,2.060000e-10
1.100000e-14,3.500000e-10,3.210000e-10,3.235000e-10,2.370000e-10,2.080000e-10
1.100000e-14,3.600000e-10,3.250000e-10,3.280000e-10,2.390000e-10,2.110000e-10
1.100000e-14,3.700000e-10,3.295000e-10,3.315000e-10,2.410000e-10,2.130000e-10
1.100000e-14,3.800000e-10,3.330000e-10,3.355000e-10,2.430000e-10,2.150000e-10
1.100000e-14,3.900000e-10,3.370000e-10,3.390000e-10,2.450000e-10,2.175000e-10
1.100000e-14,4.000000e-10,3.410000e-10,3.435000e-10,2.475000e-10,2.195000e-10
1.100000e-14,4.100000e-10,3.455000e-10,3.470000e-10,2.495000e-10,2.220000e-10
1.100000e-14,4.200000e-10,3.495000e-10,3.515000e-10,2.515000e-10,2.240000e-10
1.100000e-14,4.300000e-10,3.530000e-10,3.550000e-10,2.535000e-10,2.260000e-10
1.100000e-14,4.400000e-10,3.570000e-10,3.590000e-10,2.555000e-10,2.280000e-10
1.100000e-14,4.500000e-10,3.610000e-10,3.630000e-10,2.570000e-10,2.300000e-10
1.100000e-14,4.600000e-10,3.650000e-10,3.665000e-10,2.590000e-10,2.325000e-10
1.100000e-14,4.700000e-10,3.690000e-10,3.710000e-10,2.610000e-10,2.345000e-10
1.100000e-14,4.800000e-10,3.730000e-10,3.745000e-10,2.625000e-10,2.365000e-10
1.100000e-14,4.900000e-10,3.770000e-10,3.785000e-10,2.640000e-10,2.385000e-10
1.200000e-14,1.000000e-11,1.875000e-10,2.015000e-10,1.300000e-10,9.150000e-11
1.200000e-14,2.000000e-11,1.905000e-10,2.035000e-10,1.350000e-10,9.750000e-11
1.200000e-14,3.000000e-11,1.940000e-10,2.050000e-10,1.400000e-10,1.045000e-10
1.200000e-14,4.000000e-11,1.985000e-10,2.075000e-10,1.455000e-10,1.105000e-10
1.200000e-14,5.000000e-11,2.035000e-10,2.105000e-10,1.505000e-10,1.165000e-10
1.200000e-14,6.000000e-11,2.080000e-10,2.140000e-10,1.550000e-10,1.215000e-10
1.200000e-14,7.000000e-11,2.130000e-10,2.180000e-10,1.600000e-10,1.265000e-10
1.200000e-14,8.000000e-11,2.175000e-10,2.220000e-10,1.645000e-10,1.320000e-10
1.200000e-14,9.000000e-11,2.225000e-10,2.260000e-10,1.690000e-10,1.360000e-10
1.200000e-14,1.000000e-10,2.270000e-10,2.305000e-10,1.735000e-10,1.405000e-10
1.200000e-14,1.100000e-10,2.320000e-10,2.350000e-10,1.780000e-10,1.450000e-10
1.200000e-14,1.200000e-10,2.370000e-10,2.395000e-10,1.820000e-10,1.485000e-10
1.200000e-14,1.300000e-10,2.410000e-10,2.440000e-10,1.860000e-10,1.525000e-10
1.200000e-14,1.400000e-10,2.460000e-10,2.480000e-10,1.900000e-10,1.560000e-10
1.200000e-14,1.500000e-10,2.505000e-10,2.530000e-10,1.940000e-10,1.595000e-10
1.200000e-14,1.600000e-10,2.550000e-10,2.570000e-10,1.970000e-10,1.630000e-10
1.200000e-14,1.700000e-10,2.590000e-10,2.620000e-10,2.010000e-10,1.665000e-10
1.200000e-14,1.800000e-10,2.635000e-10,2.665000e-10,2.040000e-10,1.695000e-10
1.200000e-14,1.900000e-10,2.680000e-10,2.710000e-10,2.070000e-10,1.730000e-10
1.200000e-14,2.000000e-10,2.720000e-10,2.755000e-10,2.105000e-10,1.760000e-10
1.200000e-14,2.100000e-10,2.760000e-10,2.795000e-10,2.130000e-10,1.790000e-10
1.200000e-14,2.200000e-10,2.805000e-10,2.845000e-10,2.160000e-10,1.820000e-10
1.200000e-14,2.300000e-10,2.845000e-10,2.885000e-10,2.185000e-10,1.855000e-10
1.200000e-14,2.400000e-10,2.885000e-10,2.935000e-10,2.215000e-10,1.880000e-10
1.200000e-14,2.500000e-10,2.925000e-10,2.975000e-10,2.235000e-10,1.905000e-10
1.200000e-14,2.600000e-10,2.970000e-10,3.020000e-10,2.265000e-10,1.935000e-10
1.200000e-14,2.700000e-10,3.010000e-10,3.055000e-10,2.290000e-10,1.960000e-10
1.200000e-14,2.800000e-10,3.050000e-10,3.100000e-10,2.310000e-10,1.990000e-10
1.200000e-14,2.900000e-10,3.095000e-10,3.145000e-10,2.340000e-10,2.020000e-10
1.200000e-14,3.000000e-10,3.135000e-10,3.180000e-10,2.360000e-10,2.040000e-10
1.200000e-14,3.100000e-10,3.170000e-10,3.220000e-10,2.385000e-10,2.065000e-10
1.200000e-14,3.200000e-10,3.215000e-10,3.260000e-10,2.405000e-10,2.095000e-10
1.200000e-14,3.300000e-10,3.250000e-10,3.295000e-10,2.435000e-10,2.120000e-10
1.200000e-14,3.400000e-10,3.295000e-10,3.335000e-10,2.455000e-10,2.140000e-10
1.200000e-14,3.500000e-10,3.335000e-10,3.375000e-10,2.475000e-10,2.170000e-10
1.200000e-14,3.600000e-10,3.375000e-10,3.415000e-10,2.495000e-10,2.195000e-10
1.200000e-14,3.700000e-10,3.415000e-10,3.460000e-10,2.515000e-10,2.215000e-10
1.200000e-14,3.800000e-10,3.450000e-10,3.495000e-10,2.540000e-10,2.240000e-10
1.200000e-14,3.900000e-10,3.495000e-10,3.535000e-10,2.560000e-10,2.265000e-10
