                                        
                                        Transient Analysis  Sat Nov 16 15:32:13  2019
--------------------------------------------------------------------------------
Index   time            v(1)            v(2)            
--------------------------------------------------------------------------------
0	 0.000000e+00	 0.000000e+00	 0.000000e+00	
1	 2.500000e-07	 6.250000e-01	 1.562461e-05	
2	 3.170830e-07	 7.927075e-01	 2.094219e-05	
3	 4.512491e-07	 1.128123e+00	 3.382733e-05	
4	 6.669000e-07	 1.667250e+00	 6.396751e-05	
5	 9.008310e-07	 2.252077e+00	 1.098081e-04	
6	 1.000000e-06	 2.500000e+00	 1.333698e-04	
7	 1.198338e-06	 2.500000e+00	 1.829507e-04	
8	 1.407933e-06	 2.500000e+00	 2.353444e-04	
9	 1.827122e-06	 2.500000e+00	 3.401275e-04	
10	 2.665500e-06	 2.500000e+00	 5.496848e-04	
11	 4.342258e-06	 2.500000e+00	 9.687468e-04	
12	 7.695772e-06	 2.500000e+00	 1.806660e-03	
13	 1.269577e-05	 2.500000e+00	 3.055444e-03	
14	 1.769577e-05	 2.500000e+00	 4.303605e-03	
15	 2.269577e-05	 2.500000e+00	 5.551141e-03	
16	 2.769577e-05	 2.500000e+00	 6.798054e-03	
17	 3.269577e-05	 2.500000e+00	 8.044343e-03	
18	 3.769577e-05	 2.500000e+00	 9.290010e-03	
19	 4.269577e-05	 2.500000e+00	 1.053505e-02	
20	 4.769577e-05	 2.500000e+00	 1.177947e-02	
21	 5.269577e-05	 2.500000e+00	 1.302327e-02	
22	 5.769577e-05	 2.500000e+00	 1.426645e-02	
23	 6.269577e-05	 2.500000e+00	 1.550901e-02	
24	 6.769577e-05	 2.500000e+00	 1.675094e-02	
25	 7.269577e-05	 2.500000e+00	 1.799226e-02	
26	 7.769577e-05	 2.500000e+00	 1.923295e-02	
27	 8.269577e-05	 2.500000e+00	 2.047302e-02	
28	 8.769577e-05	 2.500000e+00	 2.171248e-02	
29	 9.269577e-05	 2.500000e+00	 2.295131e-02	
30	 9.769577e-05	 2.500000e+00	 2.418953e-02	
31	 1.026958e-04	 2.500000e+00	 2.542712e-02	
32	 1.076958e-04	 2.500000e+00	 2.666410e-02	
33	 1.126958e-04	 2.500000e+00	 2.790046e-02	
34	 1.176958e-04	 2.500000e+00	 2.913620e-02	
35	 1.226958e-04	 2.500000e+00	 3.037132e-02	
36	 1.276958e-04	 2.500000e+00	 3.160583e-02	
37	 1.326958e-04	 2.500000e+00	 3.283972e-02	
38	 1.376958e-04	 2.500000e+00	 3.407299e-02	
39	 1.426958e-04	 2.500000e+00	 3.530564e-02	
40	 1.476958e-04	 2.500000e+00	 3.653768e-02	
41	 1.526958e-04	 2.500000e+00	 3.776911e-02	
42	 1.576958e-04	 2.500000e+00	 3.899991e-02	
43	 1.626958e-04	 2.500000e+00	 4.023011e-02	
44	 1.676958e-04	 2.500000e+00	 4.145968e-02	
45	 1.726958e-04	 2.500000e+00	 4.268865e-02	
46	 1.776958e-04	 2.500000e+00	 4.391700e-02	
47	 1.826958e-04	 2.500000e+00	 4.514473e-02	
48	 1.876958e-04	 2.500000e+00	 4.637185e-02	
49	 1.926958e-04	 2.500000e+00	 4.759836e-02	
50	 1.976958e-04	 2.500000e+00	 4.882425e-02	
51	 2.026958e-04	 2.500000e+00	 5.004953e-02	
52	 2.076958e-04	 2.500000e+00	 5.127420e-02	
53	 2.126958e-04	 2.500000e+00	 5.249826e-02	
54	 2.176958e-04	 2.500000e+00	 5.372171e-02	

Index   time            v(1)            v(2)            
--------------------------------------------------------------------------------
55	 2.226958e-04	 2.500000e+00	 5.494454e-02	
56	 2.276958e-04	 2.500000e+00	 5.616676e-02	
57	 2.326958e-04	 2.500000e+00	 5.738837e-02	
58	 2.376958e-04	 2.500000e+00	 5.860937e-02	
59	 2.426958e-04	 2.500000e+00	 5.982976e-02	
60	 2.476958e-04	 2.500000e+00	 6.104954e-02	
61	 2.526958e-04	 2.500000e+00	 6.226871e-02	
62	 2.576958e-04	 2.500000e+00	 6.348727e-02	
63	 2.626958e-04	 2.500000e+00	 6.470523e-02	
64	 2.676958e-04	 2.500000e+00	 6.592257e-02	
65	 2.726958e-04	 2.500000e+00	 6.713930e-02	
66	 2.776958e-04	 2.500000e+00	 6.835543e-02	
67	 2.826958e-04	 2.500000e+00	 6.957095e-02	
68	 2.876958e-04	 2.500000e+00	 7.078586e-02	
69	 2.926958e-04	 2.500000e+00	 7.200016e-02	
70	 2.976958e-04	 2.500000e+00	 7.321386e-02	
71	 3.026958e-04	 2.500000e+00	 7.442695e-02	
72	 3.076958e-04	 2.500000e+00	 7.563943e-02	
73	 3.126958e-04	 2.500000e+00	 7.685131e-02	
74	 3.176958e-04	 2.500000e+00	 7.806258e-02	
75	 3.226958e-04	 2.500000e+00	 7.927325e-02	
76	 3.276958e-04	 2.500000e+00	 8.048331e-02	
77	 3.326958e-04	 2.500000e+00	 8.169276e-02	
78	 3.376958e-04	 2.500000e+00	 8.290162e-02	
79	 3.426958e-04	 2.500000e+00	 8.410986e-02	
80	 3.476958e-04	 2.500000e+00	 8.531751e-02	
81	 3.526958e-04	 2.500000e+00	 8.652455e-02	
82	 3.576958e-04	 2.500000e+00	 8.773098e-02	
83	 3.626958e-04	 2.500000e+00	 8.893681e-02	
84	 3.676958e-04	 2.500000e+00	 9.014205e-02	
85	 3.726958e-04	 2.500000e+00	 9.134667e-02	
86	 3.776958e-04	 2.500000e+00	 9.255070e-02	
87	 3.826958e-04	 2.500000e+00	 9.375412e-02	
88	 3.876958e-04	 2.500000e+00	 9.495694e-02	
